SalesID,Date,Year,Product,Region,CustomerID,Quantity,Sales,Revenue,Profit
1410,2024-05-05,2024,Graphics Card,South,C410,10,40453,43767,3314
1411,2024-02-17,2024,USB Drive,East,C411,19,64916,73196,8280
1412,2023-06-12,2023,Webcam,East,C412,16,129106,136756,7650
1413,2022-12-13,2022,Webcam,Central,C413,5,143773,151873,8100
1414,2022-05-01,2022,Mouse,North,C414,17,9366,10683,1317
1415,2024-04-24,2024,Printer,North,C415,5,61168,62381,1213
1416,2023-03-24,2023,Mouse,Central,C416,17,120040,126254,6214
1417,2024-09-16,2024,USB Drive,Central,C417,16,4623,4831,208
1418,2024-04-22,2024,RAM,Central,C418,1,4884,13657,8773
1419,2023-08-11,2023,Webcam,North,C419,1,132152,139306,7154
1420,2022-07-17,2022,SSD,Central,C420,17,39532,43580,4048
1421,2024-12-14,2024,Router,North,C421,9,,97893,4479
1422,2024-02-04,2024,HDD,South,C422,13,120823,130179,9356
1423,2023-09-07,2023,Router,West,C423,3,8805,10436,1631
1424,2024-02-12,2024,Laptop,South,C424,18,125281,126300,1019
1425,2022-06-19,2022,Projector,North,C425,16,114246,119773,5527
1426,2024-12-17,2024,Projector,West,C426,2,60731,64294,3563
1427,2023-07-10,2023,USB Drive,Central,C427,2,19989,24682,4693
1428,2022-03-09,2022,SSD,Central,C428,6,82940,83296,356
1429,2022-10-23,2022,Webcam,Central,C429,13,20668,25671,5003
1430,2023-05-08,2023,Graphics Card,West,C430,19,102515,111471,8956
1431,2022-10-14,2022,Mouse,North,C431,3,131779,137545,5766
1432,2024-06-14,2024,Scanner,Central,C432,8,20427,26107,5680
1433,2024-03-23,2024,Smartphone,West,C433,11,8266,12844,4578
1434,2023-04-13,2023,Tablet,South,C434,12,145475,151725,6250
1435,2024-02-18,2024,Keyboard,North,C435,3,77931,82068,4137
1436,2023-07-03,2023,Router,East,C436,5,100114,102741,2627
1437,2024-01-09,2024,Processor,West,C437,4,24491,24676,185
1438,2024-01-08,2024,Keyboard,South,C438,9,27299,29569,2270
1439,2024-06-01,2024,Power Bank,West,C439,15,146510,155698,9188
1440,2022-07-31,2022,USB Drive,North,C440,1,23993,29891,5898
1441,2023-10-27,2023,Tablet,West,C441,13,3735,8616,4881
1442,2022-06-23,2022,Power Bank,South,C442,18,64133,73603,9470
1443,2024-02-19,2024,Processor,East,C443,6,36896,41401,4505
1444,2024-10-06,2024,Tablet,East,C444,5,17085,19924,2839
1445,2024-05-12,2024,Speaker,East,C445,10,127438,128798,1360
1446,2023-05-21,2023,Monitor,South,C446,16,51761,59362,7601
1447,2023-09-16,2023,Scanner,West,C447,1,104228,109771,5543
1448,2023-11-06,2023,Scanner,South,C448,15,88249,95404,7155
1449,2023-09-08,2023,Graphics Card,South,C449,11,53152,61100,7948
1450,2024-03-26,2024,Projector,South,C450,11,76901,85045,8144
1451,2023-10-30,2023,Speaker,North,C451,13,73979,80516,6537
1452,2023-02-14,2023,USB Drive,North,C452,19,143533,146580,3047
1453,2024-08-03,2024,Keyboard,West,C453,7,115438,120311,4873
1454,2024-10-19,2024,RAM,South,C454,5,79885,83950,4065
1455,2024-05-16,2024,Scanner,West,C455,13,19889,27346,7457
1456,2024-03-31,2024,USB Drive,North,C456,18,133305,140258,6953
1457,2024-01-07,2024,HDD,East,C457,18,22777,24668,1891
1458,2022-12-07,2022,Router,East,C458,20,12112,21439,9327
1459,2024-05-31,2024,RAM,South,C459,4,3265,4980,1715
1460,2024-11-11,2024,Projector,South,C460,17,146774,156385,9611
1461,2024-07-01,2024,Projector,Central,C461,12,103033,110719,7686
1462,2022-11-05,2022,Monitor,East,C462,12,6938,14947,8009
1463,2024-05-01,2024,Speaker,East,C463,3,30926,33347,2421
1464,2023-12-04,2023,Headphone,East,C464,15,54729,63366,8637
1465,2024-09-02,2024,Graphics Card,North,C465,4,115362,122874,7512
1466,2023-09-07,2023,Graphics Card,North,C466,2,30668,31138,470
1467,2022-12-03,2022,USB Drive,South,C467,8,135764,138722,2958
1468,2023-11-09,2023,HDD,West,C468,18,112270,119940,7670
1469,2023-01-13,2023,Laptop,Central,C469,6,113781,120362,6581
1470,2023-02-09,2023,Laptop,South,C470,15,113104,119574,6470
1471,2023-02-26,2023,Monitor,Central,C471,9,16900,26459,
1472,2023-01-18,2023,Smartphone,North,C472,12,85954,89282,3328
1473,2023-06-22,2023,Scanner,West,C473,16,138837,144071,5234
1474,2024-03-14,2024,Speaker,West,C474,19,30445,36245,5800
1475,2022-12-20,2022,Graphics Card,North,C475,10,22717,25011,2294
1476,2023-05-04,2023,Speaker,South,C476,10,31157,34256,3099
1477,2024-11-12,2024,Printer,Central,C477,13,110138,120009,9871
1478,2024-02-25,2024,USB Drive,South,C478,14,49194,57267,8073
1479,2022-12-08,2022,Webcam,East,C479,16,76216,78614,2398
1480,2024-07-12,2024,Laptop,West,C480,20,14553,20535,5982
1481,2022-10-07,2022,Power Bank,West,C481,7,101148,110448,9300
1482,2024-04-17,2024,Headphone,South,C482,16,109455,116827,7372
1483,2022-06-19,2022,Processor,North,C483,19,8589,12302,3713
1484,2023-07-17,2023,Webcam,West,C484,8,141430,146259,4829
1485,2024-10-11,2024,Projector,North,C485,18,134404,136358,1954
1486,2023-07-03,2023,Mouse,West,C486,18,96670,105650,8980
1487,2023-03-24,2023,Processor,North,C487,14,27347,31502,4155
1488,2024-07-10,2024,Smartphone,North,C488,9,91877,93402,1525
1489,2023-05-01,2023,Webcam,Central,C489,7,92415,99530,7115
1490,2022-10-13,2022,Projector,East,C490,7,54748,55820,1072
1491,2024-12-26,2024,Graphics Card,East,C491,9,141734,144592,2858
1492,2023-08-16,2023,Monitor,South,C492,19,70582,79110,8528
1493,2024-04-22,2024,Printer,South,C493,2,73198,75376,2178
1494,2022-10-27,2022,Headphone,South,C494,11,65394,71928,6534
1495,2023-07-05,2023,Keyboard,North,C495,14,98849,106354,7505
1496,2024-04-05,2024,Smartphone,West,C496,17,73435,79581,6146
1497,2023-11-02,2023,Smartphone,East,C497,19,1148,2774,1626
1498,2022-05-10,2022,Tablet,South,C498,18,104758,108426,3668
1499,2024-10-10,2024,Graphics Card,Central,C499,9,85137,89883,4746
1500,2022-09-25,2022,Mouse,North,C500,19,127728,133459,5731
