PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
407,1,2,Passenger 407,female,,2,0,TKT10407,82.52,,
408,1,3,Passenger 408,female,,1,0,TKT10408,161.72,,Q
409,1,1,Passenger 409,female,12,4,1,TKT10409,84.84,C75,
410,0,1,Passenger 410,male,,2,2,TKT10410,114.06,C121,S
411,1,1,Passenger 411,female,63,4,3,TKT10411,10.55,C122,S
412,1,3,Passenger 412,male,34,2,1,TKT10412,118.42,,Q
413,0,3,Passenger 413,male,10,4,2,TKT10413,154.46,C78,Q
414,1,2,Passenger 414,female,,2,1,TKT10414,455.45,,C
415,0,1,Passenger 415,male,68,3,2,TKT10415,86.38,,
416,0,1,Passenger 416,male,44,1,1,TKT10416,143.43,,S
417,0,1,Passenger 417,male,,3,0,TKT10417,152.68,,Q
418,1,1,Passenger 418,male,78,1,2,TKT10418,119.58,,C
419,0,3,Passenger 419,male,65,1,2,TKT10419,24.33,C2,S
420,0,1,Passenger 420,female,,3,3,TKT10420,141.14,,S
421,1,3,Passenger 421,male,67,0,2,TKT10421,101.68,,
422,1,1,Passenger 422,male,57,3,2,TKT10422,113.01,C126,S
423,0,3,Passenger 423,male,16,0,2,TKT10423,81.99,,
424,1,2,Passenger 424,female,,4,3,TKT10424,152.48,,C
425,0,3,Passenger 425,male,64,0,3,TKT10425,127.53,C98,Q
426,1,2,Passenger 426,female,,4,2,TKT10426,159.58,,S
427,1,2,Passenger 427,male,,0,1,TKT10427,92.77,C78,C
428,1,2,Passenger 428,male,63,4,0,TKT10428,115.93,,
429,1,2,Passenger 429,male,42,2,3,TKT10429,10.49,,Q
430,0,2,Passenger 430,male,,2,1,TKT10430,,,
431,0,2,Passenger 431,female,,4,3,TKT10431,8.98,,
432,1,1,Passenger 432,female,,0,1,TKT10432,37.49,,
433,1,2,Passenger 433,male,75,2,0,TKT10433,120.41,,Q
434,0,1,Passenger 434,male,,4,3,TKT10434,126.87,C120,Q
435,0,1,Passenger 435,male,56,2,3,TKT10435,106.84,C17,C
436,0,1,Passenger 436,male,,1,0,TKT10436,138.94,C119,
437,1,2,Passenger 437,male,5,0,3,TKT10437,36.07,,S
438,1,3,Passenger 438,male,,1,0,TKT10438,135.98,,S
439,0,2,Passenger 439,female,,4,3,TKT10439,101.81,C109,C
440,1,3,Passenger 440,female,,0,2,TKT10440,54.59,,C
441,0,3,Passenger 441,male,,0,1,TKT10441,144.56,,Q
442,1,2,Passenger 442,female,,0,1,TKT10442,80.75,C42,
443,1,2,Passenger 443,female,53,2,3,TKT10443,58.44,C42,Q
444,0,3,Passenger 444,male,,3,1,TKT10444,,,Q
445,1,2,Passenger 445,female,67,1,2,TKT10445,170.16,,Q
446,0,1,Passenger 446,male,,4,1,TKT10446,175.9,C51,Q
447,0,3,Passenger 447,male,,0,3,TKT10447,34.1,C127,S
448,1,1,Passenger 448,male,,2,1,TKT10448,150.56,,C
449,1,1,Passenger 449,male,58,3,1,TKT10449,77.08,C102,C
450,1,1,Passenger 450,female,33,2,0,TKT10450,,,
451,1,2,Passenger 451,female,72,1,0,TKT10451,118.19,,C
452,1,2,Passenger 452,female,,4,2,TKT10452,150.83,,
453,0,1,Passenger 453,female,57,2,1,TKT10453,41.84,,
454,0,1,Passenger 454,female,,0,1,TKT10454,101.13,,C
455,0,2,Passenger 455,male,75,1,3,TKT10455,118.79,C7,Q
456,0,2,Passenger 456,female,76,3,2,TKT10456,168.21,,S
457,1,2,Passenger 457,male,73,0,3,TKT10457,46.22,,C
458,0,1,Passenger 458,female,27,3,3,TKT10458,80.76,C34,Q
459,1,1,Passenger 459,female,,2,1,TKT10459,177.66,,S
460,0,2,Passenger 460,female,,3,0,TKT10460,107.82,,C
461,0,1,Passenger 461,male,,4,3,TKT10461,62.62,,Q
462,0,2,Passenger 462,male,3,0,3,TKT10462,149.4,,
463,1,3,Passenger 463,male,44,3,0,TKT10463,,,C
464,1,3,Passenger 464,female,,2,0,TKT10464,64.05,,S
465,0,2,Passenger 465,male,4,0,2,TKT10465,98.82,,
466,0,1,Passenger 466,female,,4,3,TKT10466,96.94,,
467,1,1,Passenger 467,male,,4,0,TKT10467,12.22,,S
468,1,3,Passenger 468,female,,0,1,TKT10468,126.43,,Q
469,1,2,Passenger 469,female,,3,1,TKT10469,30.58,,S
470,1,2,Passenger 470,male,,1,0,TKT10470,24.68,,Q
471,0,3,Passenger 471,male,65,0,1,TKT10471,162.33,C91,S
472,1,2,Passenger 472,male,66,0,0,TKT10472,142.75,,S
473,1,3,Passenger 473,male,47,1,2,TKT10473,147.03,,C
474,0,2,Passenger 474,female,,3,2,TKT10474,71.56,,
475,1,1,Passenger 475,female,,1,0,TKT10475,190.61,,S
476,0,3,Passenger 476,male,,4,2,TKT10476,16.99,C142,Q
477,0,3,Passenger 477,female,36,2,3,TKT10477,141.56,C22,S
478,1,3,Passenger 478,female,,1,0,TKT10478,46.68,C67,C
479,1,3,Passenger 479,female,65,0,0,TKT10479,147.74,C115, s 
480,0,3,Passenger 480,female,31,4,1,TKT10480,73.32,,C
481,0,2,Passenger 481,male,,3,0,TKT10481,20.98,,
482,0,1,Passenger 482,male,,3,3,TKT10482,147.68,C136,S
483,1,1,Passenger 483,male,,2,2,TKT10483,184.73,,Q
484,0,2,Passenger 484,female,4,1,1,TKT10484,32.72,,S
485,1,2,Passenger 485,male,,1,3,TKT10485,115.32,,C
486,1,3,Passenger 486,male,,3,2,TKT10486,80.51,C7,Q
487,1,3,Passenger 487,male,25,0,1,TKT10487,191.67,,C
488,1,3,Passenger 488,male,57,3,0,TKT10488,162.35,,S
489,0,2,Passenger 489,male,15,1,2,TKT10489,110.65,,S
490,1,2,Passenger 490,female,,3,0,TKT10490,81.04,,C
491,1,1,Passenger 491,female,,0,3,TKT10491,16.82,C5,Q
492,0,3,Passenger 492,male,72,1,2,TKT10492,64.4,,C
493,1,3,Passenger 493,male,58,0,0,TKT10493,5.2,,Q
494,0,2,Passenger 494,male,,3,0,TKT10494,13.87,C72,
495,1,1,Passenger 495,female,,2,1,TKT10495,196.03,,S
496,1,2,Passenger 496,male,,0,0,TKT10496,352.06,C114,S
497,0,1,Passenger 497,female,,2,1,TKT10497,39.55,,S
498,0,1,Passenger 498,female,25,2,0,TKT10498,164.17,C54,S
499,0,1,Passenger 499,male,,0,1,TKT10499,38.24,,C
500,0,2,Passenger 500,male,,2,3,TKT10500,137.73,,S
501,1,2,Passenger 501,male,6,3,1,TKT10501,14.16,C7,C
502,0,1,Passenger 502,female,32,3,0,TKT10502,37.07,,Q
503,0,1,Passenger 503,female,44,0,3,TKT10503,165.22,,S
504,0,2,Passenger 504,female,9,0,0,TKT10504,17.09,,Q
505,0,2,Passenger 505,female,53,3,3,TKT10505,173.59,,Q
506,0,3,Passenger 506,male,,4,1,TKT10506,119.62,,Q
507,0,2,Passenger 507,female,24,4,2,TKT10507,31.85,C38,C
508,0,2,Passenger 508,female,2,1,1,TKT10508,16.18,,S
509,1,3,Passenger 509,female,,3,2,TKT10509,171.14,,S
510,1,3,Passenger 510,female,,1,3,TKT10510,126.66,C93,S
511,1,1,Passenger 511,male,,1,1,TKT10511,42.91,,Q
512,0,1,Passenger 512,male,23,3,0,TKT10512,9.19,,
513,0,1,Passenger 513,male,,1,3,TKT10513,176.29,,
514,0,2,Passenger 514,male,79,0,2,TKT10514,171.61,C150,
515,1,2,Passenger 515,female,79,1,2,TKT10515,37.65,,
516,1,1,Passenger 516,female,52,1,2,TKT10516,45.4,,C
517,0,3,Passenger 517,male,18,3,2,TKT10517,62.53,,
518,0,2,Passenger 518,male,4,2,0,TKT10518,91.13,C26,S
519,1,1,Passenger 519,male,,4,2,TKT10519,,,Q
520,0,2,Passenger 520,male,75,1,1,TKT10520,97.04,,
521,1,1,Passenger 521,female,41,3,0,TKT10521,88.61,,C
522,1,3,Passenger 522,female,,2,0,TKT10522,48.97,,C
523,1,1,Passenger 523,female,,1,3,TKT10523,196.13,,
524,1,1,Passenger 524,male,71,1,0,TKT10524,11.25,,C
525,1,2,Passenger 525,male,,0,1,TKT10525,106.11,,S
526,1,1,Passenger 526,female,,4,1,TKT10526,89.28,,Q
527,1,2,Passenger 527,female,52,4,0,TKT10527,107.54,,
528,1,2,Passenger 528,female,51,1,0,TKT10528,85.94,C62,C
529,0,2,Passenger 529,male,9,0,2,TKT10529,182.2,,C
530,0,2,Passenger 530,male,,0,2,TKT10530,72.01,C84,
531,0,1,Passenger 531,male,,4,0,TKT10531,32.35,,
532,0,3,Passenger 532,male,35,3,0,TKT10532,90.93,C27,
533,1,1,Passenger 533,male,,0,0,TKT10533,154.59,C87,C
534,0,2,Passenger 534,female,13,4,1,TKT10534,146.18,C102,
535,1,1,Passenger 535,female,23,1,0,TKT10535,83.42,,Q
536,0,2,Passenger 536,male,,4,2,TKT10536,196.7,,C
537,1,2,Passenger 537,male,,4,0,TKT10537,573.63,,S
538,1,1,Passenger 538,male,80,3,1,TKT10538,16.68,,
539,0,1,Passenger 539,female,,2,1,TKT10539,131.37,,C
540,0,2,Passenger 540,male,,1,0,TKT10540,40.79,,C
541,1,2,Passenger 541,male,27,1,1,TKT10541,103.95,,Q
542,1,2,Passenger 542,male,,3,3,TKT10542,20.6,,
543,1,3,Passenger 543,male,,4,1,TKT10543,88.34,,
544,0,1,Passenger 544,male,43,4,2,TKT10544,144.4,C102,Q
545,0,2,Passenger 545,male,,1,3,TKT10545,177.57,C90,
546,0,2,Passenger 546,male,,1,2,TKT10546,148.45,C38,Q
547,1,2,Passenger 547,male,21,4,1,TKT10547,27.76,,
548,0,1,Passenger 548, Male ,,1,2,TKT10548,148.12,C102,Q
549,1,3,Passenger 549,female,13,3,1,TKT10549,155.88,,C
550,0,1,Passenger 550,female,58,3,3,TKT10550,41.2,,C
551,1,3,Passenger 551,male,-5,0,0,TKT10551,10.78,C150,S
552,1,3,Passenger 552,female,,2,2,TKT10552,186.77,,Q
553,0,1,Passenger 553,female,49,3,1,TKT10553,195.18,,Q
554,0,3,Passenger 554,female,,0,2,TKT10554,105.41,C84,
555,1,3,Passenger 555,male,,3,2,TKT10555,88.44,C134,S
556,0,2,Passenger 556,male,,1,1,TKT10556,37.77,C23,S
557,1,3,Passenger 557,female,,0,1,TKT10557,154.43,,
558,1,3,Passenger 558,female,74,1,1,TKT10558,130.58,,S
559,1,3,Passenger 559,male,,2,0,TKT10559,29.85,,
560,1,1,Passenger 560,female,17,1,3,TKT10560,555.71,,Q
561,0,2,Passenger 561,female,,1,3,TKT10561,65.23,C16,Q
562,1,3,Passenger 562,female,29,2,1,TKT10562,185.02,,Q
563,1,3,Passenger 563,male,,4,3,TKT10563,19.01,,S
564,0,1,Passenger 564,male,21,1,0,TKT10564,91.17,C27,C
565,0,1,Passenger 565,male,22,4,2,TKT10565,23.73,C104,C
566,0,2,Passenger 566,female,77,2,3,TKT10566,132.3,,S
567,1,2,Passenger 567,male,29,4,1,TKT10567,119.44,C112,Q
568,1,3,Passenger 568,female,69,0,0,TKT10568,84.04,,S
569,0,3,Passenger 569,male,,1,0,TKT10569,161.1,C9,S
570,0,1,Passenger 570,female,70,0,2,TKT10570,87.5,,
571,0,1,Passenger 571,male,46,1,1,TKT10571,139.15,C35,C
572,0,2,Passenger 572,female,55,0,2,TKT10572,112.22,C37,C
573,0,2,Passenger 573,male,,2,3,TKT10573,114.91,C64,S
574,1,2,Passenger 574,male,53,1,2,TKT10574,,,C
575,0,3,Passenger 575,female,,4,2,TKT10575,119.82,,S
576,0,3,Passenger 576,male,,1,1,TKT10576,97.99,C14,Q
577,1,3,Passenger 577,female,59,2,3,TKT10577,90.6,C59,Q
578,0,1,Passenger 578,male,41,4,0,TKT10578,128.76,, s 
579,0,2,Passenger 579,male,66,4,1,TKT10579,98.53,C109,Q
580,0,1,Passenger 580,male,68,2,1,TKT10580,123.44,C109,
581,1,1,Passenger 581,male,32,4,3,TKT10581,61.56,,S
582,1,2,Passenger 582, Male ,,0,2,TKT10582,6.15,,Q
583,0,1,Passenger 583,female,68,1,3,TKT10583,85.09,,
584,1,1,Passenger 584,female,,1,0,TKT10584,36.56,,
585,0,2,Passenger 585,female,,4,3,TKT10585,192.14,C84,
586,0,1,Passenger 586,male,-4,2,0,TKT10586,26.4,,Q
587,0,3,Passenger 587,male,,4,1,TKT10587,99.76,C68,C
588,0,1,Passenger 588, Male ,14,1,3,TKT10588,41.79,C38,
589,0,1,Passenger 589,female,,3,3,TKT10589,107.37,,S
590,0,1,Passenger 590,male,,0,2,TKT10590,53.16,,S
591,0,2,Passenger 591,female,,2,2,TKT10591,26.75,,
592,0,1,Passenger 592,female,78,0,0,TKT10592,13,,Q
593,1,3,Passenger 593,female,20,2,3,TKT10593,29.93,,
594,0,2,Passenger 594,male,65,4,0,TKT10594,37.55,,
595,1,2,Passenger 595,female,10,1,1,TKT10595,,,S
596,1,3,Passenger 596,male,,1,1,TKT10596,64.16,,S
597,0,1,Passenger 597,male,,0,2,TKT10597,175.31,C84,S
598,0,3,Passenger 598,male,,2,1,TKT10598,180.18,,Q
599,1,3,Passenger 599,male,75,3,1,TKT10599,145.91,,
600,0,2,Passenger 600,male,48,1,1,TKT10600,180.92,C47,Q
601,0,2,Passenger 601,female,51,0,1,TKT10601,18.54,C26,
602,0,3,Passenger 602,male,6,0,0,TKT10602,53.43,C22,C
603,0,3,Passenger 603,female,,4,0,TKT10603,69.69,,Q
604,0,2,Passenger 604,female,1,1,3,TKT10604,9.68,C29,
605,1,1,Passenger 605,male,,4,1,TKT10605,19.88,,C
606,1,3,Passenger 606,female,,2,0,TKT10606,72.94,C39,C
607,1,1,Passenger 607,male,62,2,1,TKT10607,27.07,,Q
608,0,2,Passenger 608,female,,4,3,TKT10608,31.95,,C
609,0,1,Passenger 609,male,74,2,3,TKT10609,142.1,C16,Q
610,1,1,Passenger 610,male,,1,0,TKT10610,94.78,,C
611,0,2,Passenger 611, Male ,48,0,1,TKT10611,141.77,,S
612,1,2,Passenger 612,female,,2,3,TKT10612,149.99,,Q
613,1,3,Passenger 613,female,78,4,2,TKT10613,549.8,,C
614,1,1,Passenger 614,male,17,3,3,TKT10614,83.08,,
615,1,1,Passenger 615,male,,2,1,TKT10615,26.14,,S
616,0,3,Passenger 616,female,5,0,0,TKT10616,57.49,C3,Q
617,0,2,Passenger 617,female,,4,0,TKT10617,146.51,C7,
618,0,3,Passenger 618,male,21,1,1,TKT10618,138.06,,Q
619,1,1,Passenger 619,male,,4,0,TKT10619,12.8,, s 
620,0,2,Passenger 620,male,40,0,2,TKT10620,102.29,,S
621,0,1,Passenger 621,female,,0,2,TKT10621,153.81,,C
622,1,2,Passenger 622,male,,4,0,TKT10622,21.28,,S
623,1,3,Passenger 623,male,,2,3,TKT10623,171.5,,
624,1,2,Passenger 624,female,,1,3,TKT10624,43.9,,C
625,0,2,Passenger 625,female,73,3,1,TKT10625,197.62,C109,Q
626,1,2,Passenger 626,male,,2,1,TKT10626,20.93,,
627,0,3,Passenger 627,female,,2,3,TKT10627,98.92,,C
628,0,2,Passenger 628,female,,0,3,TKT10628,7.77,C116,C
629,0,3,Passenger 629,female,5,1,2,TKT10629,150.41,,S
630,1,2,Passenger 630,female,40,2,2,TKT10630,141.37,,Q
631,1,3,Passenger 631,female,23,4,0,TKT10631,110.84,C27,S
632,0,3,Passenger 632,female,64,3,1,TKT10632,128.54,,
633,1,1,Passenger 633,female,,1,2,TKT10633,85.52,,Q
634,0,1,Passenger 634,male,31,2,2,TKT10634,180.54,C111,C
635,0,3,Passenger 635,female,51,1,3,TKT10635,161.26,,
636,1,3,Passenger 636,male,,2,1,TKT10636,169.39,,S
637,0,2,Passenger 637,female,70,1,1,TKT10637,116.5,,C
638,0,3,Passenger 638,male,,4,0,TKT10638,133.56,C32,S
639,0,2,Passenger 639,male,,3,0,TKT10639,169.7,,S
640,0,1,Passenger 640,female,58,2,3,TKT10640,353.6,,S
641,0,1,Passenger 641,female,25,0,1,TKT10641,109.51,,S
642,1,2,Passenger 642,female,62,3,3,TKT10642,190.88,,C
643,1,1,Passenger 643,male,51,3,3,TKT10643,118.81,,Q
644,0,2,Passenger 644,male,55,0,2,TKT10644,115.59,,Q
645,1,2,Passenger 645,male,55,2,0,TKT10645,,,Q
646,0,1,Passenger 646,female,30,4,0,TKT10646,80.19,,
647,0,1,Passenger 647,female,,1,2,TKT10647,14.12,,S
648,1,1,Passenger 648,male,,2,0,TKT10648,60.45,,
649,0,2,Passenger 649,female,52,3,3,TKT10649,113.51,C32,Q
650,1,1,Passenger 650,male,2,0,1,TKT10650,25.5,C138,S
651,1,2,Passenger 651,female,6,2,1,TKT10651,14.36,,S
652,0,3,Passenger 652,female,,3,2,TKT10652,135.31,C58,S
653,0,3,Passenger 653,male,72,0,3,TKT10653,133.6,,C
654,1,2,Passenger 654,female,44,1,0,TKT10654,163.73,,Q
655,0,3,Passenger 655, Male ,,4,0,TKT10655,41.65,C29,C
656,0,2,Passenger 656,female,,1,1,TKT10656,73.63,,Q
657,0,3,Passenger 657,female,,4,3,TKT10657,42.82,,S
658,0,2,Passenger 658,male,7,4,3,TKT10658,117.17,,Q
659,1,3,Passenger 659,female,,1,1,TKT10659,148.11,,C
660,1,1,Passenger 660,male,,0,2,TKT10660,70.14,,
661,0,1,Passenger 661,male,,0,2,TKT10661,167.9,,
662,1,3,Passenger 662,female,,0,2,TKT10662,405.79,C6,C
663,1,2,Passenger 663,male,,0,1,TKT10663,102.08,,S
664,1,2,Passenger 664,female,58,2,2,TKT10664,56.74,,Q
665,1,3,Passenger 665,male,,3,1,TKT10665,61.24,,C
666,0,1,Passenger 666,female,,2,0,TKT10666,12.99,,S
667,0,3,Passenger 667,male,65,3,0,TKT10667,190.97,,Q
668,1,1,Passenger 668,female,52,2,1,TKT10668,179.14,,C
669,1,1,Passenger 669,male,,4,3,TKT10669,111.44,,Q
670,1,1,Passenger 670,male,,4,2,TKT10670,10.4,,Q
671,1,3,Passenger 671,male,38,3,3,TKT10671,152.29,,Q
672,0,1,Passenger 672,male,,1,1,TKT10672,115.26,C35,C
673,0,1,Passenger 673,male,40,0,1,TKT10673,162.1,,S
674,1,2,Passenger 674,female,,1,1,TKT10674,81.19,,
675,0,1,Passenger 675,male,3,3,3,TKT10675,32.63,,
676,0,2,Passenger 676,female,,0,3,TKT10676,,,
677,1,3,Passenger 677,male,,2,3,TKT10677,59,,C
678,1,1,Passenger 678,female,,3,3,TKT10678,158.07,,Q
679,0,1,Passenger 679,male,,0,3,TKT10679,18.18,,C
680,1,2,Passenger 680,male,31,0,2,TKT10680,180.46,C19,
681,0,3,Passenger 681,male,,1,2,TKT10681,25.99,,C
682,0,1,Passenger 682,male,25,1,0,TKT10682,118.51,,S
683,1,3,Passenger 683,female,,2,1,TKT10683,42.08,,
684,0,3,Passenger 684,female,,0,1,TKT10684,24.68,,Q
685,1,2,Passenger 685,male,,4,0,TKT10685,19.58,C68,S
686,1,3,Passenger 686,male,8,1,3,TKT10686,44.83,C10,Q
687,0,2,Passenger 687,male,79,0,0,TKT10687,178.07,,Q
688,0,3,Passenger 688,female,30,0,3,TKT10688,186.59,C33,
689,0,1,Passenger 689,male,,0,0,TKT10689,73.6,C138, s 
690,1,1,Passenger 690,female,8,2,1,TKT10690,16.05,,
691,1,1,Passenger 691,female,33,2,2,TKT10691,101.51,,C
692,1,2,Passenger 692,male,65,1,1,TKT10692,15.53,,Q
693,1,1,Passenger 693,male,19,3,0,TKT10693,195.69,,Q
694,1,2,Passenger 694,male,,1,1,TKT10694,101.59,,S
695,0,1,Passenger 695,female,,4,3,TKT10695,184.93,C15,S
696,1,1,Passenger 696,female,,3,1,TKT10696,87.65,,Q
697,1,3,Passenger 697,female,,4,0,TKT10697,12.53,,Q
698,1,2,Passenger 698,male,,3,0,TKT10698,6.73,,Q
699,0,1,Passenger 699,male,,1,0,TKT10699,174.47,,
700,1,3,Passenger 700,male,,4,1,TKT10700,553.48,,
701,0,3,Passenger 701,female,,2,1,TKT10701,166.68,,Q
702,0,2,Passenger 702,male,,4,0,TKT10702,126.27,,Q
703,0,3,Passenger 703,male,,3,0,TKT10703,188.29,C58,
704,1,2,Passenger 704,male,,4,2,TKT10704,133.54,,Q
705,1,1,Passenger 705,female,,4,0,TKT10705,147.9,,C
706,0,3,Passenger 706,female,17,2,2,TKT10706,156.41,,
707,1,3,Passenger 707,female,26,0,1,TKT10707,336.24,C7,C
708,0,3,Passenger 708,female,,0,2,TKT10708,74.1,C28,S
709,1,3,Passenger 709,male,,1,0,TKT10709,149.44,,Q
710,1,2,Passenger 710,female,,0,3,TKT10710,189.23,,C
711,1,1,Passenger 711,female,,2,1,TKT10711,106.23,,
712,0,1,Passenger 712, Male ,34,4,1,TKT10712,185.28,C139,C
713,1,3,Passenger 713,male,,3,2,TKT10713,188.65,C31,
714,1,1,Passenger 714,male,,0,2,TKT10714,147.67,,
715,1,1,Passenger 715,male,41,0,1,TKT10715,89.51,,C
716,0,3,Passenger 716,male,,0,3,TKT10716,60.11,,C
717,1,2,Passenger 717,male,,2,1,TKT10717,128.05,,
718,1,2,Passenger 718,female,,2,1,TKT10718,23.82,,
719,1,3,Passenger 719,female,51,1,0,TKT10719,155.87,,
720,1,2,Passenger 720,male,,2,3,TKT10720,81.32,,S
721,1,1,Passenger 721,male,22,0,3,TKT10721,157.01,C91,S
722,0,2,Passenger 722,male,26,2,2,TKT10722,168.44,,C
723,0,1,Passenger 723,female,68,2,0,TKT10723,102.79,C64,S
724,0,1,Passenger 724,male,52,4,3,TKT10724,164.57,C139,C
725,0,2,Passenger 725,female,,3,1,TKT10725,158.03,C148,
726,0,2,Passenger 726,male,,3,3,TKT10726,99.25,C28,
727,1,2,Passenger 727,male,,0,0,TKT10727,77.12,,
728,1,2,Passenger 728,female,61,1,0,TKT10728,16.49,,
729,0,2,Passenger 729,female,,3,0,TKT10729,111.39,,S
730,0,1,Passenger 730,female,16,3,1,TKT10730,43.49,,C
731,1,3,Passenger 731,female,38,4,2,TKT10731,89.92,,Q
732,1,3,Passenger 732,male,-2,1,3,TKT10732,,,C
733,0,3,Passenger 733,female,26,4,1,TKT10733,109.86,, s 
734,1,2,Passenger 734,male,,0,1,TKT10734,118.97,,C
735,1,3,Passenger 735,female,,1,1,TKT10735,,,C
736,0,1,Passenger 736,female,,3,3,TKT10736,175.55,,S
737,0,3,Passenger 737,male,,1,2,TKT10737,65.79,C144,
738,1,2,Passenger 738,female,,3,1,TKT10738,132.16,C49,
739,1,2,Passenger 739,male,,2,2,TKT10739,75.39,,Q
740,0,3,Passenger 740,female,,4,3,TKT10740,58.46,,S
741,1,1,Passenger 741,male,20,3,0,TKT10741,174.83,C72,C
742,1,3,Passenger 742,male,41,3,3,TKT10742,181.62,,S
743,0,3,Passenger 743,female,35,1,0,TKT10743,38.65,,S
744,0,3,Passenger 744,male,,1,2,TKT10744,22.19,C44,S
745,0,3,Passenger 745,male,,2,0,TKT10745,168.28,,Q
746,1,2,Passenger 746,female,,2,0,TKT10746,177.3,,Q
747,0,3,Passenger 747,male,22,3,2,TKT10747,190.18,,Q
748,0,2,Passenger 748,female,35,0,0,TKT10748,105.09,,
749,1,1,Passenger 749,male,49,3,3,TKT10749,67.86,,S
750,1,3,Passenger 750,female,70,3,3,TKT10750,151.65,,Q
751,0,2,Passenger 751,female,6,2,3,TKT10751,153.82,,C
752,0,1,Passenger 752,female,68,0,0,TKT10752,190.54,C89,
753,0,1,Passenger 753, Male ,26,0,1,TKT10753,63.75,,Q
754,1,2,Passenger 754,male,,0,3,TKT10754,141.26,C35,
755,0,1,Passenger 755,male,,1,2,TKT10755,109.15,,S
756,1,2,Passenger 756,male,30,2,3,TKT10756,102.49,,Q
757,0,2,Passenger 757,male,,2,0,TKT10757,40.01,,S
758,1,2,Passenger 758,male,59,2,3,TKT10758,99.8,,
759,1,3,Passenger 759,female,,0,1,TKT10759,,C67,C
760,1,2,Passenger 760,female,56,0,2,TKT10760,95.63,,Q
761,1,3,Passenger 761,male,,4,0,TKT10761,86.33,,
762,1,3,Passenger 762,male,,4,3,TKT10762,89.06,,S
763,1,3,Passenger 763,female,,3,3,TKT10763,104.96,C66,S
764,0,3,Passenger 764,male,,2,3,TKT10764,199.01,C71,C
765,0,2,Passenger 765,male,,2,2,TKT10765,58.17,C82, s 
766,1,3,Passenger 766,female,,4,2,TKT10766,146.99,,S
767,0,3,Passenger 767,female,,2,3,TKT10767,171.6,C21,
768,1,3,Passenger 768,female,,0,1,TKT10768,64.29,,Q
769,0,2,Passenger 769,male,,0,3,TKT10769,197.99,C147,Q
770,1,2,Passenger 770,female,,0,2,TKT10770,73.64,,C
771,1,1,Passenger 771,female,58,3,1,TKT10771,185.16,,
772,0,3,Passenger 772,female,80,0,2,TKT10772,32.02,,
773,0,2,Passenger 773,female,,1,1,TKT10773,112.65,C52,Q
774,1,1,Passenger 774,male,-1,3,0,TKT10774,94.54,C41,C
775,1,2,Passenger 775,male,,4,0,TKT10775,173.12,C16,Q
776,1,2,Passenger 776,male,,0,1,TKT10776,82.89,C149,S
777,0,2,Passenger 777,male,19,3,3,TKT10777,160.13,C88,Q
778,0,3,Passenger 778,female,,0,1,TKT10778,120.91,,Q
779,0,3,Passenger 779,male,,1,2,TKT10779,144.05,,C
780,1,2,Passenger 780,male,75,2,1,TKT10780,55.59,,Q
781,0,3,Passenger 781,male,,2,1,TKT10781,39.2,,Q
782,0,3,Passenger 782,male,,1,2,TKT10782,102.26,,S
783,0,1,Passenger 783,female,69,1,1,TKT10783,194.24,C46,S
784,1,1,Passenger 784,male,25,1,1,TKT10784,181.7,,
785,1,1,Passenger 785,male,10,4,1,TKT10785,98.27,,S
786,1,1,Passenger 786,female,57,3,2,TKT10786,119.84,,
787,1,3,Passenger 787,female,69,0,1,TKT10787,71.52,,
788,0,1,Passenger 788,male,39,1,1,TKT10788,185.43,,
789,1,1,Passenger 789,male,74,4,1,TKT10789,68.13,,
790,1,2,Passenger 790,male,35,2,2,TKT10790,186.9,C81,
791,0,2,Passenger 791,female,,0,1,TKT10791,15.78,C76,Q
792,1,2,Passenger 792,male,72,0,1,TKT10792,160.51,C121,S
793,1,1,Passenger 793,male,63,0,2,TKT10793,59.63,,Q
794,1,3,Passenger 794,male,,4,0,TKT10794,165.74,,Q
795,1,2,Passenger 795,female,18,1,1,TKT10795,174.79,,Q
796,1,2,Passenger 796,female,33,0,0,TKT10796,32.35,,S
797,0,3,Passenger 797,male,,4,0,TKT10797,60.12,C137,C
798,1,2,Passenger 798,female,60,3,1,TKT10798,151.62,,Q
799,1,1,Passenger 799,male,56,1,2,TKT10799,83.29,,C
800,0,1,Passenger 800,male,,1,2,TKT10800,179.18,,S
801,0,2,Passenger 801,male,,3,2,TKT10801,186.05,C91,S
802,0,2,Passenger 802,male,49,3,3,TKT10802,91.57,,
803,1,3,Passenger 803,female,65,2,3,TKT10803,36.76,C130,Q
804,0,2,Passenger 804,female,3,2,0,TKT10804,79.11,C77,C
805,1,1,Passenger 805,male,,1,1,TKT10805,8.09,,C
806,1,3,Passenger 806,female,77,1,3,TKT10806,173.94,C39,C
807,1,2,Passenger 807,female,,0,0,TKT10807,44.79,C9,C
808,0,2,Passenger 808,male,77,0,3,TKT10808,569.16,,
809,0,2,Passenger 809,female,,4,0,TKT10809,96.55,C147,C
810,1,2,Passenger 810,male,19,1,1,TKT10810,133.55,C78,Q
811,1,2,Passenger 811,male,,4,0,TKT10811,153.18,C13, s 
812,1,1,Passenger 812,female,31,3,1,TKT10812,444.23,,
813,1,2,Passenger 813,female,,0,2,TKT10813,199.35,,Q
814,0,3,Passenger 814,female,13,1,2,TKT10814,195.14,,S
815,0,1,Passenger 815,female,66,4,1,TKT10815,32.63,,S
