Date,Product,Category,Price,Quantity Sold,Total Sales
13-12-2025,Headphones,Electronics,3194.59,7,22362.13
27-10-2025,Mouse,Electronics,631.03,6,3786.18
15-10-2025,Watch,Accessories,3565.64,5,17828.2
02-06-2025,Watch,Accessories,3225.67,2,6451.34
22-06-2025,T-Shirt,Fashion,822.5,5,4112.5
14-05-2025,Watch,Accessories,3647.77,5,18238.85
07-04-2025,Keyboard,Electronics,1505.19,4,6020.76
30-01-2025,Bread,Grocery,42.86,10,428.6
26-07-2025,Watch,Accessories,3373.71,3,10121.13
14-01-2025,Watch,Accessories,3498.16,5,17490.8
13-05-2025,Speaker,Electronics,4426.71,7,30986.97
19-01-2025,Bag,Accessories,1249.94,10,12499.4
08-04-2025,Rice,Grocery,62.72,4,250.88
18-12-2025,Headphones,Electronics,3082.99,8,24663.92
10-12-2025,Rice,Grocery,60.09,3,180.27
03-12-2025,Speaker,Electronics,4552.42,5,22762.1
19-02-2025,Phone,Electronics,18511.78,5,92558.9
14-10-2025,Bread,Grocery,43.3,6,259.8
02-12-2025,Mouse,Electronics,661.12,4,2644.48
07-06-2025,Milk,Grocery,58.17,6,349.02
10-07-2025,T-Shirt,Fashion,813.69,8,6509.52
02-03-2025,Phone,Electronics,18214.71,10,182147.1
25-10-2025,Bag,Accessories,1097.09,4,4388.36
14-09-2025,Mouse,Electronics,751.45,,5260.15
29-09-2025,T-Shirt,Fashion,786.1,3,2358.3
12-03-2025,Shoes,Fashion,2421.33,10,24213.3
23-08-2025,Keyboard,Electronics,1444.92,3,4334.76
11-02-2025,Phone,Electronics,19330.52,3,57991.56
10-06-2025,Watch,Accessories,3190.61,8,25524.88
21-05-2025,Shoes,Fashion,2630.6,3,7891.8
23-10-2025,Bread,Grocery,37.27,2,74.54
08-03-2025,Bag,Accessories,1184.09,7,8288.63
26-07-2025,Milk,Grocery,60.12,7,420.84
03-01-2025,Laptop,Electronics,50337.83,6,302026.98
08-01-2025,Speaker,Electronics,4339.99,9,39059.91
08-04-2025,Laptop,Electronics,51767.48,4,207069.92
26-04-2025,Jeans,Fashion,1935.71,5,9678.55
08-03-2025,Mouse,Electronics,683.7,10,6837
06-06-2025,Keyboard,Electronics,1369.59,1,1369.59
02-06-2025,T-Shirt,Fashion,792.95,9,7136.55
02-11-2025,Headphones,Electronics,2902.7,3,8708.1
25-06-2025,Speaker,Electronics,4491.16,4,17964.64
26-03-2025,Speaker,Electronics,4876.38,7,34134.66
10-01-2025,Shoes,Fashion,2362.16,3,7086.48
19-04-2025,Jeans,Fashion,1627.89,9,14651.01
28-03-2025,Mouse,Electronics,681.32,1,681.32
12-07-2025,Speaker,Electronics,4626.29,9,41636.61
16-11-2025,Laptop,Electronics,50939.24,1,50939.24
05-12-2025,Mouse,Electronics,721.5,1,721.5
25-01-2025,Jeans,Fashion,1661.68,8,13293.44
14-07-2025,Mouse,Electronics,706.62,8,5652.96
26-12-2025,Keyboard,Electronics,1411.65,1,1411.65
04-06-2025,Milk,Grocery,56.78,9,511.02
19-05-2025,Bag,Accessories,1225.35,3,3676.05
03-08-2025,Tablet,Electronics,26993.11,9,242937.99
13-11-2025,Mouse,Electronics,669.58,2,1339.16
12-09-2025,Shoes,Fashion,2554.5,5,12772.5
25-09-2025,Shoes,Fashion,2428.96,7,17002.72
01-06-2025,Keyboard,Electronics,1361.82,8,10894.56
17-04-2025,Jeans,Fashion,1955.92,6,11735.52
01-05-2025,Laptop,Electronics,45127.49,2,90254.98
26-02-2025,Tablet,Electronics,25370.76,8,202966.08
18-03-2025,Mouse,Electronics,739.13,2,1478.26
21-02-2025,Speaker,Electronics,4280.3,4,17121.2
22-08-2025,T-Shirt,Fashion,762.26,1,762.26
21-02-2025,Tablet,Electronics,23373.51,1,23373.51
29-05-2025,Rice,Grocery,63.62,6,381.72
07-08-2025,Jeans,Fashion,1661.72,1,1661.72
05-01-2025,Tablet,Electronics,23191.97,3,69575.91
18-06-2025,Rice,Grocery,64.73,10,647.3
18-05-2025,Speaker,Electronics,4709.76,6,28258.56
25-06-2025,Keyboard,Electronics,1384.15,7,9689.05
22-08-2025,T-Shirt,Fashion,853.71,8,6829.68
04-08-2025,Watch,,3770.29,3,11310.87
27-02-2025,Keyboard,Electronics,1558.85,1,1558.85
23-03-2025,Mouse,Electronics,688.24,10,6882.4
05-09-2025,Bread,Grocery,40.55,8,324.4
03-04-2025,Bag,Accessories,1171.14,6,7026.84
10-11-2025,Laptop,Electronics,53625.76,3,160877.28
05-09-2025,Speaker,Electronics,4489.31,7,31425.17
14-08-2025,Laptop,Electronics,45633.36,6,273800.16
07-01-2025,Jeans,Fashion,1932.6,9,17393.4
23-10-2025,Jeans,Fashion,1823.4,6,10940.4
,,Electronics,3112.94,10,31129.4
18-02-2025,Milk,Grocery,56.78,4,227.12
04-09-2025,Rice,Grocery,61.96,7,433.72
18-03-2025,Tablet,Electronics,26632.19,10,266321.9
28-01-2025,Laptop,Electronics,51433.99,3,154301.97
16-09-2025,Tablet,Electronics,24846.44,,198771.52
26-03-2025,Mouse,Electronics,735.2,6,4411.2
04-05-2025,Rice,Grocery,65.64,1,65.64
17-09-2025,Shoes,Fashion,2525.25,7,17676.75
26-07-2025,Tablet,Electronics,23675,8,189400
16-08-2025,Bread,Grocery,40.58,2,81.16
13-09-2025,Phone,Electronics,19264.25,8,154114
01-12-2025,Laptop,Electronics,46026.43,7,322185.01
19-01-2025,Headphones,Electronics,3029.46,2,6058.92
06-11-2025,Bag,Accessories,1233.01,9,11097.09
15-10-2025,Shoes,Fashion,2577.3,8,20618.4
24-06-2025,Rice,Grocery,63.9,4,255.6
21-08-2025,Rice,Grocery,60.72,10,607.2
04-11-2025,Phone,Electronics,20866.63,6,125199.78
20-08-2025,Mouse,Electronics,643.64,4,2574.56
02-01-2025,Rice,Grocery,58.26,5,291.3
08-10-2025,Headphones,Electronics,2924.33,2,5848.66
24-01-2025,Speaker,Electronics,4197.74,3,12593.22
29-07-2025,Mouse,Electronics,665.6,4,2662.4
07-04-2025,Mouse,Electronics,760.23,7,5321.61
21-04-2025,Phone,Electronics,21298.22,4,85192.88
23-06-2025,Mouse,Electronics,736,1,736
21-11-2025,,Electronics,25860.71,2,51721.42
19-08-2025,Phone,Electronics,20633.83,9,185704.47
10-03-2025,Phone,Electronics,18017.35,1,18017.35
11-10-2025,Speaker,Electronics,4439.53,10,44395.3
05-09-2025,Speaker,Electronics,4507.5,3,13522.5
21-12-2025,Bag,Accessories,1121.68,3,3365.04
23-02-2025,Milk,Grocery,56.73,10,567.3
14-06-2025,Headphones,Electronics,3228.83,7,22601.81
08-11-2025,Speaker,Electronics,4673.26,4,18693.04
21-05-2025,Milk,Grocery,60.1,5,300.5
20-08-2025,Bread,Grocery,37.07,7,259.49
05-11-2025,Jeans,Fashion,1939.12,9,17452.08
03-06-2025,Tablet,Electronics,26007.47,6,156044.82
31-12-2025,Jeans,Fashion,1956.78,4,7827.12
13-04-2025,Shoes,Fashion,2562.08,5,12810.4
18-12-2025,Rice,Grocery,65.05,3,195.15
30-12-2025,Watch,Accessories,3832.63,3,11497.89
15-09-2025,Headphones,Electronics,3116.59,6,18699.54
30-12-2025,Mouse,Electronics,736.51,9,6628.59
03-09-2025,Bag,Accessories,1216.95,7,8518.65
12-12-2025,Jeans,Fashion,1941.79,9,17476.11
27-05-2025,Speaker,Electronics,4812.57,1,4812.57
25-09-2025,Mouse,Electronics,633.54,3,1900.62
28-01-2025,Watch,Accessories,3189.62,5,15948.1
24-03-2025,T-Shirt,Fashion,829.34,3,2488.02
01-02-2025,Jeans,Fashion,1902.37,4,7609.48
05-10-2025,Laptop,Electronics,48586.82,8,388694.56
22-02-2025,Bag,Accessories,1288.33,9,11594.97
25-04-2025,Jeans,Fashion,1852.96,7,12970.72
02-05-2025,Headphones,Electronics,3170.58,5,15852.9
21-12-2025,Watch,Accessories,3182.89,7,22280.23
18-07-2025,Milk,Grocery,60.02,6,360.12
10-10-2025,Laptop,Electronics,45129.65,5,225648.25
14-04-2025,Bag,Accessories,1288.52,8,10308.16
26-04-2025,Speaker,Electronics,4620.41,6,27722.46
29-10-2025,Headphones,Electronics,3143.07,4,12572.28
10-04-2025,T-Shirt,Fashion,791.81,2,1583.62
06-04-2025,Keyboard,Electronics,1570.52,2,3141.04
13-07-2025,Laptop,Electronics,49285.08,9,443565.72
16-05-2025,Keyboard,Electronics,1398.28,5,6991.4
03-01-2025,Rice,Grocery,59.6,3,178.8
21-01-2025,Keyboard,Electronics,1628.59,10,16285.9
27-01-2025,Bread,Grocery,43.46,10,434.6
05-12-2025,T-Shirt,Fashion,798.49,10,7984.9
09-10-2025,Rice,Grocery,54.87,6,329.22
27-09-2025,Shoes,Fashion,2728.49,9,24556.41
04-02-2025,Bread,Grocery,40.04,7,280.28
06-10-2025,Headphones,Electronics,2942.05,6,17652.3
24-04-2025,Speaker,Electronics,4242.02,6,25452.12
19-06-2025,Rice,Grocery,57.52,10,575.2
29-09-2025,Phone,Electronics,21986.52,1,21986.52
28-02-2025,Watch,Accessories,3392.21,4,13568.84
25-11-2025,Bag,Accessories,1300.47,4,5201.88
21-01-2025,Watch,Accessories,3769.96,7,26389.72
28-02-2025,Milk,Grocery,52.32,5,261.6
13-01-2025,Speaker,Electronics,4515.18,6,27091.08
21-09-2025,Bread,Grocery,40.07,8,320.56
23-01-2025,T-Shirt,Fashion,863.73,4,3454.92
14-06-2025,Headphones,Electronics,2749.41,2,5498.82
27-03-2025,Bread,Grocery,40.3,1,40.3
17-11-2025,Mouse,Electronics,659.51,4,2638.04
17-12-2025,Milk,Grocery,58.69,4,234.76
03-10-2025,Tablet,Electronics,26013.71,7,182095.97
28-11-2025,Tablet,Electronics,27198.76,3,81596.28
13-01-2025,Phone,Electronics,20867.47,1,20867.47
14-02-2025,Mouse,Electronics,637.6,5,3188
13-10-2025,Mouse,Electronics,710.49,4,2841.96
13-05-2025,Milk,Grocery,53.77,7,376.39
10-08-2025,Rice,Grocery,54.2,2,108.4
01-10-2025,Laptop,Electronics,51414.23,10,514142.3
02-02-2025,Bread,Grocery,41.97,1,41.97
25-12-2025,Tablet,Electronics,22862.95,9,205766.55
24-02-2025,T-Shirt,Fashion,845.9,5,4229.5
07-11-2025,Mouse,Electronics,669.41,8,5355.28
15-07-2025,Milk,Grocery,58.54,1,58.54
31-08-2025,Keyboard,Electronics,1510.04,3,4530.12
20-07-2025,Bread,Grocery,42.38,9,381.42
01-06-2025,Watch,Accessories,3250.85,6,19505.1
06-01-2025,Headphones,Electronics,3224.86,3,9674.58
05-03-2025,Laptop,Electronics,45050.3,10,450503
21-07-2025,Headphones,Electronics,3028.52,2,6057.04
06-06-2025,Shoes,Fashion,2624.15,6,15744.9
19-04-2025,Milk,,59.46,9,535.14
14-03-2025,Keyboard,Electronics,1405.2,10,14052
10-05-2025,Shoes,Fashion,2307.31,10,23073.1
28-01-2025,Tablet,Electronics,26255.21,9,236296.89
25-08-2025,Watch,Accessories,3534.77,5,17673.85
10-12-2025,Mouse,Electronics,665.1,4,2660.4
25-10-2025,Phone,Electronics,21806.16,6,130836.96
07-03-2025,Watch,Accessories,3608.83,2,7217.66
26-05-2025,Bag,Accessories,1096.75,4,4387
12-06-2025,Phone,Electronics,19802.58,10,198025.8
04-12-2025,T-Shirt,Fashion,830.95,3,2492.85
17-10-2025,Bag,Accessories,1167.48,6,7004.88
08-08-2025,Keyboard,Electronics,1351.45,4,5405.8
24-04-2025,Jeans,Fashion,1886.33,7,13204.31
22-05-2025,Tablet,Electronics,24297.43,6,145784.58
03-09-2025,Phone,Electronics,19781.43,5,98907.15
07-09-2025,Headphones,Electronics,2765.3,10,
11-02-2025,Tablet,Electronics,23903.08,3,71709.24
03-10-2025,Shoes,Fashion,2381.62,2,4763.24
08-02-2025,Speaker,Electronics,4066.77,9,36600.93
20-11-2025,Laptop,Electronics,53126.42,10,531264.2
,Bread,Grocery,40.72,1,40.72
10-10-2025,T-Shirt,Fashion,806.96,9,7262.64
30-08-2025,Watch,Accessories,3692.64,6,22155.84
20-07-2025,Shoes,Fashion,2695.72,10,26957.2
29-05-2025,Keyboard,Electronics,1489.41,9,13404.69
16-02-2025,Milk,Grocery,53.5,1,53.5
06-12-2025,Shoes,Fashion,2673.99,10,26739.9
17-12-2025,Keyboard,Electronics,1577.16,3,4731.48
17-08-2025,Keyboard,Electronics,1403.74,10,14037.4
04-12-2025,Tablet,Electronics,27338.68,8,218709.44
03-07-2025,Laptop,Electronics,47188.19,8,377505.52
29-04-2025,Mouse,Electronics,667.01,4,2668.04
22-01-2025,Watch,Accessories,3294.74,6,19768.44
18-07-2025,Phone,Electronics,21671.61,1,21671.61
21-01-2025,Watch,Accessories,3376.85,9,30391.65
21-11-2025,Tablet,Electronics,23867.48,5,119337.4
24-10-2025,Headphones,Electronics,3042.1,7,
01-12-2025,Milk,Grocery,53.52,2,107.04
22-09-2025,T-Shirt,Fashion,780.21,4,3120.84
22-09-2025,Milk,Grocery,53.38,6,320.28
07-09-2025,Bread,Grocery,39.86,10,398.6
04-01-2025,Headphones,Electronics,3229.22,8,25833.76
26-03-2025,Shoes,,2288.54,5,11442.7
19-04-2025,Keyboard,Electronics,1406.07,6,8436.42
05-11-2025,Jeans,Fashion,1914.1,4,7656.4
01-08-2025,Bread,Grocery,38.64,2,77.28
04-09-2025,Watch,Accessories,3485.17,4,13940.68
30-10-2025,Keyboard,Electronics,1544.18,7,10809.26
12-01-2025,Shoes,Fashion,2271.57,10,22715.7
31-10-2025,Keyboard,Electronics,1390.42,9,12513.78
21-01-2025,Speaker,Electronics,4565.04,1,4565.04
27-03-2025,T-Shirt,Fashion,867.59,9,7808.31
27-07-2025,Bag,Accessories,1312.62,1,1312.62
05-12-2025,Tablet,Electronics,23917.27,2,47834.54
,Phone,Electronics,20426.1,8,163408.8
04-09-2025,Keyboard,Electronics,1415.81,7,9910.67
04-11-2025,Keyboard,Electronics,1588.38,3,4765.14
16-11-2025,Watch,,3507.56,3,10522.68
18-12-2025,Rice,Grocery,65.07,10,650.7
30-10-2025,Mouse,Electronics,662.17,7,4635.19
09-03-2025,Mouse,Electronics,632.32,9,5690.88
16-09-2025,Watch,Accessories,3443.86,3,10331.58
07-11-2025,Mouse,Electronics,654.84,10,6548.4
04-11-2025,Laptop,Electronics,53777.53,9,483997.77
15-09-2025,Bread,Grocery,36.94,8,295.52
04-12-2025,Keyboard,Electronics,1620.6,9,14585.4
01-01-2025,Speaker,Electronics,4893.96,7,34257.72
25-09-2025,Milk,Grocery,53.57,1,53.57
24-12-2025,Headphones,Electronics,2957.37,8,23658.96
15-07-2025,Rice,Grocery,61.07,10,610.7
20-02-2025,Milk,,50.97,8,407.76
30-04-2025,Speaker,Electronics,4823.15,5,24115.75
03-11-2025,Speaker,Electronics,4539.36,5,22696.8
07-04-2025,Laptop,Electronics,52091.49,1,52091.49
23-10-2025,Headphones,Electronics,2770.7,1,2770.7
12-07-2025,Watch,Accessories,3293.79,6,19762.74
29-07-2025,Rice,Grocery,55.28,7,386.96
30-11-2025,Bag,Accessories,1140.87,9,10267.83
05-08-2025,Bag,Accessories,1167.75,5,5838.75
15-12-2025,,Grocery,57.8,7,404.6
10-10-2025,Bread,Grocery,40.46,3,121.38
09-07-2025,Headphones,Electronics,3032.95,5,15164.75
07-06-2025,Bag,Accessories,1162.65,7,8138.55
12-03-2025,Tablet,Electronics,26819.15,2,53638.3
28-04-2025,Phone,Electronics,21132.44,3,63397.32
21-02-2025,,Fashion,2504.17,6,15025.02
09-10-2025,Bag,Accessories,1247.29,1,1247.29
24-03-2025,Milk,Grocery,60.11,1,60.11
16-02-2025,Tablet,Electronics,23226.64,10,232266.4
11-08-2025,Mouse,Electronics,638.97,4,2555.88
09-07-2025,Mouse,Electronics,715.26,7,5006.82
25-07-2025,Bag,Accessories,1237.48,5,6187.4
31-12-2025,Bag,Accessories,1093.79,3,3281.37
24-11-2025,Phone,Electronics,19755.89,4,79023.56
03-12-2025,Speaker,Electronics,4773.52,5,23867.6
10-04-2025,Laptop,Electronics,52839.59,9,
22-09-2025,Jeans,Fashion,1703.4,3,5110.2
12-12-2025,Laptop,Electronics,48597.4,1,48597.4
22-03-2025,Mouse,Electronics,769.55,7,5386.85
30-06-2025,Watch,Accessories,,10,34266
13-04-2025,Headphones,Electronics,2709.22,2,5418.44
16-02-2025,Headphones,Electronics,2870.7,9,25836.3
26-10-2025,Rice,Grocery,58.17,5,290.85
26-04-2025,Bag,Accessories,1311.13,8,10489.04
26-07-2025,Bag,Accessories,1081.12,3,3243.36
28-07-2025,Headphones,Electronics,2763.88,2,5527.76
15-09-2025,T-Shirt,Fashion,774.39,2,1548.78
20-09-2025,T-Shirt,Fashion,860.18,10,8601.8
09-05-2025,Jeans,Fashion,1779.4,7,12455.8
16-10-2025,Phone,Electronics,21079.87,6,
23-08-2025,Watch,Accessories,3472.5,10,34725
15-01-2025,Phone,Electronics,18465.07,2,36930.14
15-07-2025,Watch,Accessories,3702.06,4,14808.24
13-12-2025,Jeans,Fashion,1702.77,6,10216.62
31-07-2025,Rice,Grocery,60.2,1,60.2
25-12-2025,Tablet,Electronics,23816.75,5,119083.75
17-02-2025,Milk,Grocery,56.91,6,341.46
08-02-2025,Headphones,Electronics,3258.84,8,26070.72
10-06-2025,Rice,Grocery,56.62,10,566.2
18-05-2025,Keyboard,Electronics,1634.14,4,6536.56
13-09-2025,Jeans,Fashion,1691.88,4,6767.52
16-05-2025,Shoes,Fashion,2364.6,4,9458.4
13-11-2025,Rice,Grocery,55.87,2,111.74
03-03-2025,Speaker,Electronics,4120.64,8,32965.12
11-11-2025,Laptop,Electronics,52642.44,9,473781.96
22-01-2025,Tablet,Electronics,24911.46,10,249114.6
11-06-2025,Phone,Electronics,21592.48,10,215924.8
21-05-2025,Phone,Electronics,18731.49,9,168583.41
24-05-2025,Milk,Grocery,51.94,10,519.4
07-03-2025,Laptop,Electronics,50257.35,7,351801.45
02-09-2025,Headphones,Electronics,2719.54,6,16317.24
21-07-2025,Tablet,Electronics,25931.69,3,77795.07
23-08-2025,Mouse,Electronics,727.75,8,5822
11-06-2025,Jeans,Fashion,1623.03,4,6492.12
14-07-2025,Bag,Accessories,1104.18,6,6625.08
10-11-2025,Tablet,Electronics,23798.5,9,214186.5
15-05-2025,Shoes,Fashion,2384.7,10,23847
25-06-2025,Rice,Grocery,56.21,7,393.47
18-04-2025,Milk,Grocery,57.21,6,343.26
06-07-2025,Tablet,Electronics,24502.96,8,196023.68
03-04-2025,Bag,Accessories,1111.47,10,11114.7
18-12-2025,Shoes,Fashion,2657.1,5,13285.5
01-05-2025,Headphones,Electronics,2959.33,7,20715.31
11-04-2025,Keyboard,Electronics,1590.01,3,4770.03
31-08-2025,Bread,Grocery,36.08,7,252.56
13-09-2025,Keyboard,Electronics,1648.67,9,14838.03
01-10-2025,Jeans,Fashion,1733.66,8,13869.28
03-06-2025,T-Shirt,Fashion,809.94,10,8099.4
25-01-2025,,Grocery,50.59,3,151.77
31-01-2025,Shoes,Fashion,2656.91,8,21255.28
19-11-2025,Mouse,Electronics,692.98,6,4157.88
14-05-2025,Rice,Grocery,58.32,9,524.88
12-05-2025,Rice,Grocery,54.24,2,108.48
29-06-2025,Tablet,Electronics,25897.93,10,258979.3
12-04-2025,Bag,Accessories,1218.21,9,10963.89
31-03-2025,Bread,Grocery,38.28,6,229.68
11-12-2025,Headphones,Electronics,2992.5,8,23940
10-02-2025,Milk,Grocery,56.25,8,450
20-11-2025,Keyboard,Electronics,1610.48,6,9662.88
04-08-2025,Watch,Accessories,3578.62,7,25050.34
06-02-2025,Mouse,Electronics,652.68,4,2610.72
10-06-2025,Rice,Grocery,61.84,5,309.2
06-11-2025,Watch,Accessories,3426.82,8,27414.56
05-07-2025,Jeans,Fashion,1831.29,8,14650.32
31-07-2025,Keyboard,Electronics,1405.17,1,1405.17
06-03-2025,Jeans,Fashion,1704.47,5,8522.35
25-12-2025,Jeans,Fashion,1648.82,3,4946.46
23-07-2025,Mouse,Electronics,643.38,8,5147.04
08-10-2025,Laptop,Electronics,45263.65,7,316845.55
26-09-2025,Bread,Grocery,43.97,2,87.94
15-05-2025,Bag,Accessories,1117.27,7,7820.89
08-06-2025,Shoes,Fashion,2373.7,5,11868.5
15-08-2025,Watch,Accessories,3238.49,9,29146.41
29-03-2025,Laptop,Electronics,45351.55,6,272109.3
16-06-2025,Tablet,Electronics,24880.77,9,223926.93
20-05-2025,Headphones,Electronics,2966.91,9,26702.19
01-04-2025,Bag,Accessories,1223.42,10,12234.2
11-08-2025,Headphones,Electronics,3083.87,9,27754.83
08-06-2025,Speaker,Electronics,4362.45,9,39262.05
27-04-2025,Bread,Grocery,36.72,5,183.6
07-07-2025,Milk,Grocery,52.36,5,261.8
06-01-2025,Laptop,Electronics,50233.16,3,150699.48
26-06-2025,T-Shirt,Fashion,795.07,1,795.07
19-12-2025,Speaker,Electronics,4492.74,8,35941.92
03-06-2025,Laptop,Electronics,52658.69,5,263293.45
02-11-2025,Shoes,Fashion,2648.38,9,23835.42
11-07-2025,Shoes,Fashion,2455.87,9,22102.83
12-08-2025,Milk,Grocery,52.25,7,365.75
13-07-2025,Shoes,Fashion,2381.49,7,16670.43
17-11-2025,Shoes,Fashion,2508.31,10,25083.1
22-12-2025,Watch,Accessories,3340.31,9,30062.79
18-05-2025,Milk,Grocery,51.57,2,103.14
04-04-2025,Keyboard,Electronics,1436.88,8,11495.04
13-11-2025,Phone,Electronics,19088.54,10,190885.4
09-09-2025,Shoes,Fashion,2410.32,3,7230.96
26-01-2025,Headphones,Electronics,2713.28,2,5426.56
25-05-2025,T-Shirt,Fashion,740.01,8,5920.08
05-01-2025,Shoes,Fashion,2295.1,1,2295.1
10-09-2025,Shoes,Fashion,2420.96,5,12104.8
13-09-2025,Rice,Grocery,59.56,1,59.56
19-06-2025,Mouse,Electronics,748.1,3,2244.3
29-01-2025,T-Shirt,Fashion,844.1,2,1688.2
06-10-2025,Phone,Electronics,18726.41,5,93632.05
15-07-2025,Tablet,Electronics,22563.08,4,90252.32
17-07-2025,Bread,Grocery,43.8,4,175.2
18-01-2025,Shoes,Fashion,2480.42,2,4960.84
24-09-2025,Watch,Accessories,3837.48,8,30699.84
19-07-2025,Watch,Accessories,3822.85,6,22937.1
23-03-2025,Watch,Accessories,3659.77,9,32937.93
24-09-2025,Mouse,Electronics,665.46,5,3327.3
12-04-2025,Rice,,64.65,4,258.6
27-02-2025,Shoes,Fashion,2566.45,6,15398.7
08-01-2025,Keyboard,Electronics,1588.32,10,15883.2
03-03-2025,Milk,Grocery,58.18,1,58.18
22-01-2025,Bag,Accessories,1268.03,8,10144.24
19-12-2025,Bag,Accessories,1117.2,2,2234.4
08-05-2025,Keyboard,Electronics,1499.98,10,14999.8
23-06-2025,Speaker,Electronics,4922.69,1,4922.69
31-01-2025,Rice,Grocery,61.73,9,555.57
24-02-2025,Keyboard,Electronics,1496.35,6,8978.1
13-10-2025,Bread,Grocery,41.16,6,246.96
13-08-2025,Jeans,Fashion,1689.47,7,11826.29
03-07-2025,Jeans,Fashion,1668.5,1,1668.5
06-09-2025,Jeans,Fashion,1777.5,5,8887.5
05-10-2025,Jeans,Fashion,1796.43,10,17964.3
06-04-2025,Headphones,Electronics,2908.6,8,23268.8
21-05-2025,Tablet,Electronics,26656.75,9,239910.75
24-03-2025,Mouse,Electronics,704.36,8,5634.88
01-06-2025,Tablet,Electronics,23816.75,6,142900.5
21-08-2025,Laptop,Electronics,52759.18,9,474832.62
14-07-2025,Jeans,Fashion,1686.79,1,1686.79
14-11-2025,Tablet,Electronics,24320.38,10,243203.8
03-05-2025,Rice,Grocery,62.65,9,563.85
18-07-2025,Shoes,Fashion,2512.03,8,20096.24
10-10-2025,Keyboard,Electronics,1533.91,6,9203.46
29-07-2025,Watch,Accessories,3375.42,2,6750.84
25-09-2025,Watch,Accessories,3196.68,3,9590.04
02-04-2025,Tablet,Electronics,22656.37,2,45312.74
06-09-2025,Shoes,Fashion,2299.38,10,22993.8
25-11-2025,Tablet,Electronics,24442.99,8,195543.92
27-09-2025,Bag,Accessories,1248.32,5,6241.6
26-01-2025,Rice,Grocery,56.65,2,113.3
07-01-2025,Speaker,Electronics,4878.93,8,39031.44
10-02-2025,Phone,Electronics,21204.08,1,21204.08
04-07-2025,Headphones,Electronics,3146.09,7,22022.63
08-07-2025,Bread,Grocery,41.67,10,416.7
17-05-2025,Headphones,Electronics,2724.39,2,5448.78
05-06-2025,Mouse,Electronics,762.24,9,6860.16
19-02-2025,Mouse,Electronics,731.52,9,6583.68
17-07-2025,Shoes,Fashion,2346.56,4,9386.24
19-10-2025,Watch,Accessories,3813.25,,34319.25
13-10-2025,Milk,Grocery,57.71,10,577.1
03-07-2025,Watch,Accessories,3471.1,7,24297.7
23-02-2025,Keyboard,Electronics,1587.74,9,14289.66
25-07-2025,Headphones,Electronics,2902.51,3,8707.53
01-10-2025,Bag,Accessories,1186.32,6,7117.92
11-06-2025,Headphones,Electronics,3294.88,6,19769.28
10-07-2025,Milk,Grocery,57.91,7,405.37
15-06-2025,Bag,Accessories,1137.77,9,10239.93
20-04-2025,Milk,Grocery,57.92,5,289.6
04-07-2025,Phone,Electronics,19790,7,138530
01-01-2025,Jeans,Fashion,1632.48,5,8162.4
02-11-2025,Laptop,Electronics,50176.09,5,250880.45
04-01-2025,T-Shirt,Fashion,877.5,4,3510
11-06-2025,Laptop,Electronics,52715.23,5,263576.15
11-10-2025,Headphones,Electronics,3033.79,10,30337.9
21-03-2025,Mouse,Electronics,635.28,6,3811.68
21-03-2025,Keyboard,Electronics,1429.5,10,14295
08-05-2025,Shoes,Fashion,2378.12,5,11890.6
17-02-2025,Bag,Accessories,1175.95,4,
09-02-2025,Jeans,Fashion,1736.89,8,13895.12
30-03-2025,Phone,Electronics,21302.82,10,213028.2
18-02-2025,Bag,Accessories,1234.14,1,1234.14
23-10-2025,Milk,Grocery,50.36,1,50.36
21-06-2025,Rice,Grocery,64.56,7,451.92
02-08-2025,Speaker,Electronics,4831.05,4,19324.2
01-12-2025,Tablet,Electronics,25511.51,1,25511.51
21-11-2025,Bread,Grocery,41.06,1,41.06
06-06-2025,Headphones,Electronics,2724.71,9,24522.39
17-10-2025,Keyboard,Electronics,1448.05,4,5792.2
20-03-2025,Laptop,Electronics,51736.35,7,362154.45
17-08-2025,Bread,Grocery,40.76,9,366.84
16-02-2025,Shoes,Fashion,2465.97,7,17261.79
17-03-2025,Keyboard,Electronics,1450.85,8,11606.8
20-10-2025,Jeans,Fashion,1637.75,7,11464.25
15-05-2025,Mouse,Electronics,685.79,7,4800.53
24-12-2025,Keyboard,Electronics,1578.61,8,12628.88
14-10-2025,Shoes,Fashion,2493.93,10,24939.3
11-04-2025,Headphones,Electronics,3069.6,9,27626.4
07-05-2025,Shoes,Fashion,2285.82,7,16000.74
15-06-2025,Watch,Accessories,3796.9,2,7593.8
27-02-2025,Watch,Accessories,3439.51,6,20637.06
28-06-2025,Shoes,Fashion,2410.37,10,24103.7
02-12-2025,Laptop,Electronics,52696.81,3,158090.43
29-06-2025,Bag,Accessories,1277.18,8,10217.44
16-11-2025,Keyboard,Electronics,1482.14,4,5928.56
13-04-2025,Watch,Accessories,3411.67,2,6823.34
27-02-2025,Jeans,Fashion,1639.63,10,16396.3
17-03-2025,Tablet,Electronics,26662.22,5,133311.1
08-01-2025,Rice,Grocery,62.33,2,124.66
06-06-2025,Phone,Electronics,19884.76,6,119308.56
18-04-2025,Jeans,Fashion,1813.68,4,7254.72
07-10-2025,Headphones,Electronics,3150.21,9,
05-09-2025,Bag,Accessories,1255.18,3,3765.54
22-12-2025,Jeans,Fashion,1860.57,7,13023.99
